Category,Description,carbs,protein,fat,fiber,calories,goal_tag,diet_type,match_score
chicken or turkey with mushroom sauce,chicken or turkey with mushroom sauce,-0.8829970178240287,1.272529359559622,-0.29992144404577253,-0.641342051119572,-0.4548229992798885,1,0,0.5123942797076915
chicken or turkey with teriyaki,chicken or turkey with teriyaki,-0.8928916404063786,2.0443779099424537,-0.27586898951715716,-0.679755990786046,-0.2676498462657418,2,0,1.0
chicken,"chicken, shredded or pulled, with barbecue sauce",-0.41570097859396066,1.2377722043405195,-0.39345876721261014,-0.564514171786624,-0.24270256406246493,1,0,0.6268278461216231
sweet and sour chicken or turkey,sweet and sour chicken or turkey,0.10736475155480651,0.17108709589219598,0.3200973838029794,-0.2956165941213061,0.32621883585347433,3,0,0.6308919965871056
sweet and sour chicken or turkey,"sweet and sour chicken or turkey, without vegetables",0.10736475155480651,0.17108709589219598,0.3200973838029794,-0.2956165941213061,0.32621883585347433,3,0,0.6105675094523536
chicken curry,chicken curry,-0.6747601880227568,-0.2639766056434686,-0.23221823870596628,-0.14196083545541013,-0.6324695802438824,1,0,0.376421219753746
chicken curry with rice,chicken curry with rice,-0.2875206405953376,-0.44615203989531704,-0.4522536560603366,-0.2956165941213061,-0.5904567121378145,4,0,0.5821587964052388
chicken with mole sauce,chicken with mole sauce,-0.8209307488983797,1.2341766365592328,-0.3097205921870603,-0.564514171786624,-0.4325486401698198,1,0,0.5175637229284414
chicken or turkey with cheese sauce,chicken or turkey with cheese sauce,-0.8919921292625286,1.5697629628126382,-0.013964484650011924,-0.679755990786046,-0.19431580242643876,2,0,0.8614158866963778
chicken or turkey cordon bleu,chicken or turkey cordon bleu,-0.5492783834556837,1.672835905876184,0.005633811632563467,-0.44927235278720207,0.05173019512785841,1,0,0.6193835887621206
chicken or turkey parmigiana,chicken or turkey parmigiana,-0.594253940648183,0.9081784910559252,-0.06830521525169862,-0.372444473454254,-0.20178627978950817,3,0,0.5798191493670641
orange chicken,orange chicken,0.04439897148530751,0.6936429467724984,0.3227698787506033,-0.372444473454254,0.4092165247220688,3,0,0.6595270892401478
sesame chicken,sesame chicken,0.24319093427615446,0.6780621530535902,0.4626304476762557,-0.41085841312072807,0.6236672005848535,3,0,0.7697164370210663
chicken kiev,chicken kiev,-0.7206352563591062,1.5146309234995787,0.8946837975421247,-0.641342051119572,0.5266880678440926,0,0,0.6788225845314882
stuffed chicken,"stuffed chicken, drumstick or breast, puerto rican style",-0.6720616545912068,2.3248321968828,0.1223327576788085,-0.564514171786624,0.20682827102350615,1,0,0.7165220700794338
fish with cream or white sauce,"fish with cream or white sauce, not tuna or lobster",-0.8425190163507794,1.0028617759631357,-0.48877775367786364,-0.679755990786046,-0.6226003257458829,2,0,0.7956904327811434
crab,"crab, deviled",-0.3536347096683116,0.36764480126919047,0.026122939564346973,-0.487686292453676,-0.11337420824492757,3,0,0.47082578838264244
crab imperial,crab imperial,-0.8218302600422297,0.6337168170843903,-0.15560671687408031,-0.602928111453098,-0.46373274292391586,1,0,0.4171451453360562
fish timbale or mousse,fish timbale or mousse,-0.8865950623994286,0.18666788961110414,0.1677651717884153,-0.679755990786046,-0.38155749193015487,1,0,0.3674186486958549
lobster newburg,lobster newburg,-0.7795532362812803,0.3532625301440444,0.981985299164506,-0.641342051119572,0.28557669753879505,1,0,0.3567805673434857
lobster with butter sauce,lobster with butter sauce,-0.9653022874863024,0.9980676855880873,0.05552038398821022,-0.679755990786046,-0.32165660004646196,3,0,0.47181970525624817
shrimp cocktail,shrimp cocktail,-0.4818150476669347,0.802708502804855,-0.6749615683623308,-0.44927235278720207,-0.5774347791196204,2,0,0.7362153181964709
tuna with cream or white sauce,tuna with cream or white sauce,-0.8393707273473044,0.6888488563974496,-0.4825419321334078,-0.679755990786046,-0.6881897462638389,4,0,0.7490675943237333
seafood newburg,seafood newburg,-0.7692088581270053,0.40120343389453095,0.9917844473057941,-0.641342051119572,0.3096330053776694,1,1,0.3593515605960937
seafood sauce,seafood sauce,-0.8510643722173542,-0.018279473922225526,0.7476965754228082,-0.641342051119572,-0.005223627704347841,1,1,0.31524282088534117
spaghetti sauce with seafood,spaghetti sauce with seafood,-0.6468753425634073,-0.40060818133235493,-0.6749615683623308,-0.10354689578893611,-0.9532888879184412,4,1,0.6321151709322894
spaghetti sauce with seafood and added vegetables,spaghetti sauce with seafood and added vegetables,-0.6693631211596569,-0.3994096587385928,-0.6945598646449064,-0.14196083545541013,-0.9802922648088014,4,1,0.6164496280686603
shrimp with lobster sauce,shrimp with lobster sauce,-0.865906306090879,0.9717001885253199,-0.10661097616764152,-0.679755990786046,-0.3793643242639326,1,0,0.44941079939826173
sweet and sour shrimp,sweet and sour shrimp,-0.2672816398587129,-0.18367559186140378,-0.0406894341262513,-0.372444473454254,-0.2331074555227432,1,0,0.4404776669363435
fish sauce,fish sauce,-0.8020410148775299,-0.43296829136393333,-0.8059138207959035,-0.679755990786046,-1.1459449600981433,4,0,0.5828576209353942
shrimp scampi,shrimp scampi,-0.8865950623994286,1.3132791277475355,0.2675383164997088,-0.641342051119572,-0.05477550966305464,3,0,0.5989668191775767
fish moochim,fish moochim,-0.5079008708385844,3.4945902483946694,0.6639584003972586,-0.372444473454254,0.9494896719979812,0,0,1.0
fish with tomato-based sauce,fish with tomato-based sauce,-0.8942409071221535,0.9117740588372119,-0.745337268649761,-0.52610023212015,-0.8526087847409307,2,0,0.740897188524716
fish curry,fish curry,-0.6698128767315819,-0.4473505624890792,-0.3266463935220119,-0.14196083545541013,-0.7367821173685735,1,0,0.3631832097976748
fish curry with rice,fish curry with rice,-0.28437235159186264,-0.5564161185214359,-0.5092668816096472,-0.2956165941213061,-0.6532361365834235,4,0,0.515493567684384
mussels with tomato-based sauce,mussels with tomato-based sauce,-0.7399747459518808,0.4227768405822498,-0.6001317098288608,-0.52610023212015,-0.7698852418306141,4,0,0.6860262854325594
sardines with tomato-based sauce,sardines with tomato-based sauce,-0.9414652421742778,1.4606974067802814,0.1241144209772244,-0.641342051119572,-0.15381073709089868,1,0,0.5651679192664577
sardines with mustard sauce,sardines with mustard sauce,-0.9414652421742778,1.4606974067802814,0.1241144209772244,-0.641342051119572,-0.15381073709089868,1,0,0.5092837580000331
shrimp teriyaki,shrimp teriyaki,-0.8155336820352798,1.551785123906206,-0.667834915168667,-0.679755990786046,-0.6045752289891195,2,0,0.9356366061368478
scallops with cheese sauce,scallops with cheese sauce,-0.7215347675029562,1.055596770088671,-0.35604383794587513,-0.679755990786046,-0.4448852082923193,1,0,0.5519076919075059
ceviche,ceviche,-0.8047395483090798,0.19985163814248785,-0.7399922787545131,-0.487686292453676,-0.9571954678238994,4,1,0.7511820972364387
crabs in tomato-based sauce,"crabs in tomato-based sauce, puerto rican style",-0.8326243937684294,0.461129563582639,-0.013964484650011924,-0.44927235278720207,-0.41171354734070925,1,0,0.3998886119663253
shrimp in garlic sauce,"shrimp in garlic sauce, puerto rican style",-0.8528633945050541,0.3460713945814716,1.417601975627207,-0.602928111453098,0.5408751211849671,1,0,0.3214232251920116
stewed codfish,"stewed codfish, no potatoes, puerto rican style",-0.7737064138462554,0.40479900167581756,-0.4130570634951856,-0.25720265445483204,-0.6650244127893675,4,0,0.7046637242041501
meat with barbecue sauce,"meat with barbecue sauce, ns as to type of meat",-0.39276344442578603,1.4630944519678057,-0.20103913098368711,-0.564514171786624,-0.0439467443110827,1,0,0.6589934581671797
meatballs,"meatballs, ns as to type of meat, with sauce",-0.9599052206232026,1.12151551274559,0.260411663306045,-0.679755990786046,-0.14825928143577363,3,0,0.5301211832736299
meat loaf,"meat loaf, puerto rican style",-0.4894608923896596,1.3324554892477303,1.14767998591719,-0.44927235278720207,0.8011081720801391,0,0,0.680933641101301
meat with tomato-based sauce,meat with tomato-based sauce,-0.8946906626940785,1.5637703498438273,-0.24023572354883807,-0.52610023212015,-0.3540058231232391,1,0,0.5652685866446063
spaghetti sauce with meat,spaghetti sauce with meat,-0.6716118990192819,-0.3286968257066253,-0.41840205339043346,-0.10354689578893611,-0.7742715771630583,4,0,0.5410686016674072
spaghetti sauce with meat and added vegetables,spaghetti sauce with meat and added vegetables,-0.6940996776155316,-0.32749830311286304,-0.438000349673009,-0.14196083545541013,-0.8012749540534185,4,0,0.6048296842635024
meat with gravy,"meat with gravy, ns as to type of meat,",-0.8946906626940785,1.5445939883436326,-0.17876833975348771,-0.679755990786046,-0.31583099843305984,1,0,0.5677150672257182
beef and potatoes,"beef and potatoes, no sauce",-0.31270695262313725,-0.09019082954795515,-0.3676246493855788,-0.18037477512188407,-0.4657888376109992,1,0,0.4608151107383789
beef stew with potatoes,"beef stew with potatoes, tomato-based sauce",-0.5186950045647841,0.03805108798459613,-0.5092668816096472,-0.2956165941213061,-0.6600897855403677,4,0,0.6541446377228595
beef stew with potatoes,"beef stew with potatoes, tomato-based sauce, mexican style",-0.6747601880227568,0.45633547320759044,-0.48699609037944774,-0.3340305337877801,-0.6441207834706877,4,0,0.7076784103027184
beef goulash with potatoes,beef goulash with potatoes,-0.6203397638198327,0.33408616864385005,-0.41572955844280957,-0.3340305337877801,-0.5895657377734118,4,0,0.6651030426019364
beef and potatoes with cream sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",-0.5758139621992583,-0.11296275882943617,-0.4682886257460802,-0.41085841312072807,-0.7010746063028942,4,0,0.5878180123768368
beef stew with potatoes,"beef stew with potatoes, gravy",-0.6225885416794577,0.06202153985983927,-0.49412274357311153,-0.3340305337877801,-0.7074484998328522,4,0,0.6328053947410717
beef and potatoes with cheese sauce,beef and potatoes with cheese sauce,-0.46652335822148494,-0.0626248098914254,-0.3079389288886444,-0.3340305337877801,-0.5119138950912338,1,0,0.4687838669145318
beef and noodles,"beef and noodles, no sauce",-0.23534899425203842,0.3232994652999904,-0.05761523546120281,-0.372444473454254,-0.10939909184990003,3,0,0.5063536173050003
beef and macaroni with cheese sauce,beef and macaroni with cheese sauce,-0.41210293401856074,0.05363188170350411,-0.32753722517121986,-0.487686292453676,-0.4657203011214298,1,0,0.4697541055269664
beef and noodles with tomato-based sauce,beef and noodles with tomato-based sauce,-0.48586284781425965,0.0080880231405421,-0.45759864595558447,-0.52610023212015,-0.611154731987786,4,0,0.6658125158662327
chili con carne with beans and macaroni,chili con carne with beans and macaroni,-0.2052153709330638,-0.34427761942553337,-0.5466818108763821,0.47266219920817376,-0.5823694063686202,4,1,0.5939477515790971
beef goulash with noodles,beef goulash with noodles,-0.47641798080383474,0.4587325183951147,-0.35248051134904324,-0.41085841312072807,-0.4295330346287642,1,0,0.4603406593398742
beef and noodles with gravy,beef and noodles with gravy,-0.2735782178656628,-0.11655832661072267,-0.3551530062966671,-0.41085841312072807,-0.43933375263719443,1,0,0.42714150898599895
beef and noodles with cream or white sauce,beef and noodles with cream or white sauce,-0.29021917402688757,-0.09858048770429033,-0.3382272049617156,-0.44927235278720207,-0.4336452240029309,1,0,0.4314240368901794
beef stroganoff with noodles,beef stroganoff with noodles,-0.5681681174765334,-0.12135241698577133,-0.18500416129794348,-0.41085841312072807,-0.5021817135723731,1,0,0.38455738565700154
beef and noodles with mushroom sauce,beef and noodles with mushroom sauce,-0.2924679518865125,-0.13573468811091727,-0.3498080164014193,-0.372444473454254,-0.45153324778055515,1,0,0.444680555068704
beef and noodles with soy-based sauce,beef and noodles with soy-based sauce,-0.6221387861075326,0.5402320547709416,0.08937198665811341,-0.44927235278720207,-0.19376751050988333,3,0,0.4952849599865742
beef and rice,"beef and rice, no sauce",-0.19082319263146402,-0.16809479814249567,-0.361388827841123,-0.602928111453098,-0.404996971362904,1,0,0.41224674544199014
biryani with meat,biryani with meat,-0.41705024530973567,-0.020676519109749797,-0.2037116259313111,-0.2956165941213061,-0.3999938076243348,1,0,0.40984397835951764
beef and rice with tomato-based sauce,beef and rice with tomato-based sauce,-0.2515401948413381,-0.27356478639356585,-0.3480263531030033,-0.41085841312072807,-0.4568790939669717,1,0,0.43557754526786074
porcupine balls with tomato-based sauce,porcupine balls with tomato-based sauce,-0.3635293322506614,0.20105016073625,-0.25448902993616573,-0.44927235278720207,-0.35181265545701673,3,1,0.4557906262425899
chili con carne with beans and rice,chili con carne with beans and rice,-0.2169090158031137,-0.4317697687701711,-0.5644984438605416,0.31900644054227784,-0.621846424360619,4,1,0.580907381509413
beef and rice with gravy,beef and rice with gravy,-0.24704263912208818,-0.28674853492494956,-0.35069884805062723,-0.602928111453098,-0.45900372514362436,1,0,0.4155660148124485
beef and rice with cream sauce,beef and rice with cream sauce,-0.2510904392694131,-0.23760910858070095,-0.34624468980458734,-0.602928111453098,-0.4471469124481108,1,0,0.44042505658223574
beef and rice with mushroom sauce,beef and rice with mushroom sauce,-0.26683188428678795,-0.29034410270623606,-0.34624468980458734,-0.52610023212015,-0.46880444315205466,1,0,0.3795592673526625
porcupine balls with mushroom sauce,porcupine balls with mushroom sauce,-0.48406382552655963,0.19865311554872572,-0.11551929265972134,-0.487686292453676,-0.32960683283651765,3,1,0.3865466921157463
beef and rice with soy-based sauce,beef and rice with soy-based sauce,-0.6036988076586078,0.586974435927666,0.10807945129148085,-0.487686292453676,-0.15888243731903726,3,0,0.4866575720287565
beef and rice with cheese sauce,beef and rice with cheese sauce,-0.30730988576003726,-0.0722129906415227,-0.32931888846963575,-0.52610023212015,-0.4318632752741252,1,0,0.49514868991532923
beef wellington,beef wellington,-0.5114989154139843,1.2497574302781413,1.6314015714371213,-0.52610023212015,1.103696773529226,0,0,0.6730866774704312
stuffed pot roast,"stuffed pot roast, with potatoes, puerto rican style",-0.6162919636725077,1.8849744049720865,1.291994713088882,-0.2956165941213061,0.9501065004041064,0,1,0.7513189411960174
beef stew with potatoes,"beef stew with potatoes, puerto rican style",-0.670712387875432,0.7068266953038821,0.5160803466287343,-0.2956165941213061,0.11019182073059257,3,0,0.5714438224100373
meat loaf made with ham,meat loaf made with ham,-0.6900518774682066,1.4379254774988006,-0.14135341048675268,-0.564514171786624,-0.18958678464614728,1,0,0.5667246518857435
ham and noodles with cream or white sauce,ham and noodles with cream or white sauce,-0.27672650686913774,-0.22442536004931724,-0.3284280568204278,-0.44927235278720207,-0.4474210584063887,1,0,0.42852027437628265
ham and rice with mushroom sauce,ham and rice with mushroom sauce,-0.23354997196433835,-0.39581409095730624,-0.3453538581553794,-0.52610023212015,-0.4720256581618184,1,0,0.45769502560042147
ham or pork with stuffing,ham or pork with stuffing,-0.4966569815404595,-0.28914558011247393,-0.07008687855011454,-0.52610023212015,-0.41740207597497303,1,0,0.34451187446732096
ham croquette,ham croquette,-0.8497151055015791,1.1155228997767792,1.0372168614154007,-0.602928111453098,0.4554101186918729,0,0,0.5648198057570692
pork and rice with tomato-based sauce,pork and rice with tomato-based sauce,-0.21106219336808868,-0.26996921861227935,-0.361388827841123,-0.41085841312072807,-0.44063594593901384,1,0,0.43886889965746684
sausage and rice with tomato-based sauce,sausage and rice with tomato-based sauce,-0.22815290510123853,-0.4845047628957062,-0.31773807702993206,-0.41085841312072807,-0.4699010269851657,1,1,0.37546547641736533
sausage and rice with mushroom sauce,sausage and rice with mushroom sauce,-0.2101626822242387,-0.45693874323917644,-0.2714148312711173,-0.52610023212015,-0.42055475449516744,1,1,0.38436906308307955
sausage and rice with cheese sauce,sausage and rice with cheese sauce,-0.33879277579478684,-0.28195444454990093,-0.12888176739784096,-0.602928111453098,-0.3602426436740583,1,1,0.4117841034700489
sausage and noodles with cream or white sauce,sausage and noodles with cream or white sauce,-0.2987645298934624,-0.3322923934879117,-0.11819178760734522,-0.44927235278720207,-0.3399558427615033,1,1,0.3689186300078629
ham and noodles,"ham and noodles, no sauce",-0.2515401948413381,-0.18247706926764154,-0.3132839187838922,-0.372444473454254,-0.411987693298987,1,0,0.39111329249370186
ham or pork and rice,"ham or pork and rice, no sauce",-0.2101626822242387,-0.23281501820565229,-0.3622796594903309,-0.602928111453098,-0.4322059577219725,1,0,0.46907774752341835
ham or pork and potatoes with gravy,ham or pork and potatoes with gravy,-0.44043753504983535,-0.39221852317601974,-0.24290821849646202,-0.3340305337877801,-0.526375094390386,1,0,0.39418228718747067
ham or pork and potatoes with cheese sauce,ham or pork and potatoes with cheese sauce,-0.46607360264955994,-0.09738196511052807,-0.29992144404577253,-0.3340305337877801,-0.5140385262678865,1,0,0.3987160162081189
stewed pig's feet,"stewed pig's feet, puerto rican style",-0.7800029918532053,0.15790334736081227,-0.03178111763417156,-0.487686292453676,-0.46133396578898545,1,1,0.39293078843340545
stuffed pork roast,"stuffed pork roast, puerto rican style",-0.8793989732486288,1.2078091394964656,-0.08434018493744218,-0.487686292453676,-0.3181612390784207,3,0,0.49484292155382725
pork stew,"pork stew, with potatoes, tomato-based sauce, mexican style",-0.7381757236641809,0.5282468288333201,-0.4647252991492483,-0.41085841312072807,-0.6509058959380624,4,0,0.7070442166480538
lamb or mutton loaf,lamb or mutton loaf,-0.6320334086898824,0.5306438740208443,0.17667348828049503,-0.564514171786624,-0.14154270545796838,3,1,0.44727231928630723
lamb or mutton and potatoes with gravy,lamb or mutton and potatoes with gravy,-0.4022083114362109,-0.42457863320759814,-0.23132740705675833,-0.2956165941213061,-0.5024558595306508,1,1,0.37699240415111585
lamb or mutton and potatoes with tomato-based sauce,lamb or mutton and potatoes with tomato-based sauce,-0.40445708929583585,-0.40899783948869006,-0.2527073666377498,-0.10354689578893611,-0.5150665736114282,1,1,0.34956733438511167
lamb or mutton and noodles with gravy,lamb or mutton and noodles with gravy,-0.2627840841394629,-0.22442536004931724,-0.31862890867914,-0.41085841312072807,-0.43213742123240295,1,1,0.42475217256839276
meat loaf made with venison/deer,meat loaf made with venison/deer,-0.6824060327454817,1.2413677721218062,-0.21172911077418285,-0.52610023212015,-0.2786156845968527,3,0,0.566247680422191
veal and noodles with cream or white sauce,veal and noodles with cream or white sauce,-0.31450597491083715,-0.039852880609944394,-0.3043756022918125,-0.44927235278720207,-0.4115764743615705,1,1,0.4401353044045543
venison or deer and noodles with cream or white sauce,venison or deer and noodles with cream or white sauce,-0.31450597491083715,-0.03745583542242012,-0.33466387836488365,-0.44927235278720207,-0.43200034825326417,1,1,0.3911269595145265
chicken or turkey hash,chicken or turkey hash,-0.598751496367433,0.11595505657913666,-0.4415636762698409,-0.18037477512188407,-0.6441893199602572,4,0,0.6497486278362092
chicken or turkey and potatoes with gravy,chicken or turkey and potatoes with gravy,-0.5654695840449835,-0.16929332073625783,-0.24468988179487802,-0.3340305337877801,-0.5528301793641907,1,0,0.3852611798940687
chicken or turkey and noodles,"chicken or turkey and noodles, no sauce",-0.2699801732902628,-0.11296275882943617,-0.25983401983141363,-0.41085841312072807,-0.37031750764076626,1,0,0.4096202924799206
chicken or turkey and noodles with gravy,chicken or turkey and noodles with gravy,-0.28077430701646267,-0.20165343076783612,-0.30170310734418854,-0.41085841312072807,-0.42617474663986166,1,0,0.4428420482168833
chicken or turkey and noodles with mushroom sauce,chicken or turkey and noodles with mushroom sauce,-0.29696550760576246,-0.21004308892417128,-0.32219223527597196,-0.372444473454254,-0.4521500761866802,1,0,0.45093818693957827
chicken or turkey and noodles with cream or white sauce,chicken or turkey and noodles with cream or white sauce,-0.28077430701646267,-0.15491104961111188,-0.32219223527597196,-0.44927235278720207,-0.42967010760790314,1,0,0.4090168855150694
chicken or turkey and noodles with cheese sauce,chicken or turkey and noodles with cheese sauce,-0.3558834875279365,0.033256997609547374,-0.25805235653299763,-0.44927235278720207,-0.3879999219496824,1,0,0.48132864454445734
chicken or turkey tetrazzini,chicken or turkey tetrazzini,-0.6527221649984322,0.3940122983319581,-0.3827687874221144,-0.487686292453676,-0.5727742978288984,4,0,0.6572354317427294
chicken or turkey and noodles with tomato-based sauce,chicken or turkey and noodles with tomato-based sauce,-0.28347284044801263,-0.18607263704892804,-0.32219223527597196,-0.25720265445483204,-0.43844277827279177,1,0,0.3878568769854014
chicken or turkey and noodles with soy-based sauce,chicken or turkey and noodles with soy-based sauce,-0.6198900082479076,0.35086548495652015,-0.003274504859516271,-0.44927235278720207,-0.2998619963633801,3,0,0.4331825214628248
chicken or turkey and rice,"chicken or turkey and rice, no sauce",-0.20251683750151392,-0.2651751282372307,-0.2865589693076529,-0.602928111453098,-0.382517002784127,1,0,0.3974092857144401
biryani with chicken,biryani with chicken,-0.3554337319560116,-0.18247706926764154,-0.5965683832320289,-0.25720265445483204,-0.671466842808895,4,0,0.625744525258262
chicken or turkey and rice with cream sauce,chicken or turkey and rice with cream sauce,-0.3909644221380861,-0.06622037767271202,-0.2901222959044848,-0.487686292453676,-0.4543432438529025,1,0,0.41317148480352905
chicken or turkey and rice with mushroom sauce,chicken or turkey and rice with mushroom sauce,-0.27132944000603787,-0.35985841314444145,-0.31951974032834807,-0.52610023212015,-0.4689415161311936,1,0,0.38633526225600007
chicken or turkey and rice with tomato-based sauce,chicken or turkey and rice with tomato-based sauce,-0.26143481742368796,-0.3538658001756307,-0.2562706932345817,-0.44927235278720207,-0.41774475842282033,1,0,0.42881286434856314
chicken or turkey and rice with soy-based sauce,chicken or turkey and rice with soy-based sauce,-0.6010002742270579,0.3940122983319581,0.014542128124643363,-0.487686292453676,-0.26614204349521425,3,0,0.44638679657257757
chicken or turkey with dumplings,chicken or turkey with dumplings,-0.6081963633778579,0.8350686128364334,-0.31773807702993206,-0.564514171786624,-0.3997196616660569,1,0,0.4459096656626917
chicken or turkey with stuffing,chicken or turkey with stuffing,-0.43773900161828533,1.3624185540917841,-0.3720788076316187,-0.487686292453676,-0.21282065461018806,2,0,0.8811491142977776
chicken or turkey cake,"chicken or turkey cake, patty, or croquette",-0.8506146166454293,1.4594988841865195,0.8590505315738054,-0.602928111453098,0.41017603557604093,0,0,0.614468103010203
chicken or turkey souffle,chicken or turkey souffle,-0.7183864784994812,0.36764480126919047,0.17667348828049503,-0.641342051119572,-0.23146257977307652,3,0,0.43186984185222405
meat loaf made with chicken or turkey,meat loaf made with chicken or turkey,-0.6032490520866829,1.211404707277752,-0.1618425384185361,-0.44927235278720207,-0.2026772541539107,3,0,0.5361168764845734
meat loaf made with chicken or turkey,"meat loaf made with chicken or turkey, with tomato-based sauce",-0.6378802311249074,0.8146937287424767,-0.25805235653299763,-0.372444473454254,-0.381146272992738,1,0,0.5049472759398805
clams,"clams, stuffed",-0.3837683329872862,0.38322559498809844,0.180236814877327,-0.3340305337877801,-0.02146677573230566,3,0,0.49975615547196983
codfish ball or cake,codfish ball or cake,-0.49036040353350957,0.6768636304598281,0.07066452202474582,-0.2187887147883581,-0.09514350201945597,3,0,0.48926625575367644
crab cake,crab cake,-0.8497151055015791,0.7068266953038821,0.5071720301366546,-0.602928111453098,-0.005086554725209081,3,0,0.5709184241563141
fish cake or patty,"fish cake or patty, ns as to fish",-0.5020540484035594,0.6301212493031038,0.3566214814205065,-0.25720265445483204,0.08503892905860738,3,0,0.5825780340909323
gefilte fish,gefilte fish,-0.9194272191499532,1.0603908604637196,-0.4682886257460802,-0.641342051119572,-0.6421332252731738,2,0,0.8201056991164113
salmon cake or patty,salmon cake or patty,-0.8497151055015791,1.0124499567132332,0.8109456225165746,-0.602928111453098,0.27515915112424,1,0,0.4294615827179921
salmon loaf,salmon loaf,-0.5560247170345586,0.8566420195241523,0.07600951191999372,-0.52610023212015,-0.0903459477495951,3,0,0.5498439198630038
scallops and noodles with cheese sauce,scallops and noodles with cheese sauce,-0.28886990731111256,-0.02547060948479834,-0.3043756022918125,-0.44927235278720207,-0.39266040324040435,1,0,0.37180864736197483
shrimp and noodles,"shrimp and noodles, no sauce",-0.2268036383854635,-0.16449923036120917,-0.3168472453807241,-0.372444473454254,-0.3952647898440431,1,0,0.47718041361461483
shrimp and noodles with gravy,shrimp and noodles with gravy,-0.30461135232848735,-0.31791012236276583,-0.3453538581553794,-0.44927235278720207,-0.4975212322816509,1,0,0.4064013133756125
shrimp and noodles with mushroom sauce,shrimp and noodles with mushroom sauce,-0.28886990731111256,-0.28315296714366317,-0.34089969990933944,-0.372444473454254,-0.47689174892124886,1,0,0.47300041946425914
shrimp and noodles with cream or white sauce,shrimp and noodles with cream or white sauce,-0.23489923868011336,-0.1848741144551659,-0.33911803661092355,-0.41085841312072807,-0.4202806085368897,1,0,0.4242986279121967
shrimp and noodles with soy-based sauce,shrimp and noodles with soy-based sauce,-0.594253940648183,0.18427084442357988,-0.16095170676932816,-0.44927235278720207,-0.43152059282627814,1,0,0.4483283194534642
shrimp and noodles with cheese sauce,shrimp and noodles with cheese sauce,-0.3608307988191115,-0.05902924211013899,-0.3284280568204278,-0.44927235278720207,-0.4608542103619994,1,0,0.43819383930312583
shrimp and noodles with tomato sauce,shrimp and noodles with tomato sauce,-0.2735782178656628,-0.2651751282372307,-0.3417905315585475,-0.25720265445483204,-0.46407542537176316,1,0,0.3481055375378128
tuna loaf,tuna loaf,-0.5465798500241337,1.4870649038430488,0.24972168351554916,-0.52610023212015,0.17989343062271534,1,0,0.6108787129896908
tuna cake or patty,tuna cake or patty,-0.8474663276419543,0.7991129350235685,0.5187528415763584,-0.602928111453098,0.02541218313319279,3,0,0.5319317477232022
clam cake or patty,clam cake or patty,-0.6612675208650071,1.242566294715568,0.5570586024923013,-0.602928111453098,0.2668662358863374,1,0,0.577301299059113
oyster fritter,oyster fritter,-0.730979634513381,-0.20884456633040915,0.638124282570227,-0.602928111453098,-0.05148575816372129,1,0,0.23279905469080336
flounder with crab stuffing,flounder with crab stuffing,-0.7084918559171314,0.7679513475857523,-0.31773807702993206,-0.564514171786624,-0.4762063840255543,1,0,0.47430825630769763
lobster with bread stuffing,"lobster with bread stuffing, baked",-0.5236423158559591,0.7559661216481308,-0.07988602669140224,-0.487686292453676,-0.20158067032079965,3,0,0.5228937489592362
clams casino,clams casino,-0.5236423158559591,0.006889500546779964,-0.38633211401894635,-0.2187887147883581,-0.5851108659513979,4,0,0.6073808366683102
mackerel cake or patty,mackerel cake or patty,-0.4818150476669347,0.9429356462750278,0.7637315451085518,-0.2187887147883581,0.4508181738907202,0,0,0.6002714590360678
haddock cake or patty,haddock cake or patty,-0.5020540484035594,0.6301212493031038,0.3566214814205065,-0.25720265445483204,0.08503892905860738,3,0,0.5387384519777001
shrimp cake or patty,shrimp cake or patty,-0.800691748161755,1.1299051709019252,0.5695302455812129,-0.602928111453098,0.16474686642786857,1,0,0.5235913008956995
shrimp with crab stuffing,shrimp with crab stuffing,-0.6918508997559066,0.9249578073685956,-0.010401158053180093,-0.564514171786624,-0.2173440629217714,3,0,0.47342972019912566
shrimp toast,"shrimp toast, fried",-0.43818875719021033,-0.026669132078560687,0.5722027405288369,-0.372444473454254,0.12300814428007828,1,0,0.35710093218954275
seafood restructured,seafood restructured,-0.2911186851707375,-0.12614650736081998,-0.7658263965815444,-0.487686292453676,-0.7365765078998651,4,1,0.6358173763975503
seafood souffle,seafood souffle,-0.7188362340714062,0.14831516661071495,0.05997454223425017,-0.641342051119572,-0.3627099572985581,1,1,0.3603800238890447
tuna noodle casserole with cream or white sauce,tuna noodle casserole with cream or white sauce,-0.2731284622937378,0.17348414107972024,-0.167187528313784,-0.41085841312072807,-0.24256549108332617,3,0,0.4247509256208426
tuna noodle casserole with mushroom sauce,tuna noodle casserole with mushroom sauce,-0.33969228693863684,0.041646655765882536,-0.3498080164014193,-0.372444473454254,-0.4397449715746111,1,0,0.47638507114447676
tuna and rice with mushroom sauce,tuna and rice with mushroom sauce,-0.2735782178656628,-0.49169589845827916,-0.34713552145379534,-0.52610023212015,-0.5195899819230113,1,0,0.37315599793738524
fish and rice with tomato-based sauce,fish and rice with tomato-based sauce,-0.22230608266621352,-0.3910200005822576,-0.35069884805062723,-0.41085841312072807,-0.467776395808513,1,0,0.44747327204780263
