,Category,Description,carbs,protein,fat,fiber,calories,goal_tag,diet_type,match_score
2809,frozen mocha coffee drink,"frozen mocha coffee drink, nonfat",-0.4346333156907457,-0.9113569189926912,-1.0327769338236166,-0.756656900553733,-1.099073589822671,4,1,0.5447196702295847
2810,frozen mocha coffee drink,"frozen mocha coffee drink, with non-dairy milk",-0.4319314538864419,-1.00817274429398,-0.9725700836946468,-0.7116342611841894,-1.0894313813483725,4,1,0.5176123887710288
2811,frozen mocha coffee drink,"frozen mocha coffee drink, with whipped cream",-0.4580494513280455,-0.9079796227612508,-0.7172930391478154,-0.756656900553733,-0.9387162458116474,4,1,0.4820368108734002
2812,frozen mocha coffee drink,"frozen mocha coffee drink, nonfat, with whipped cream",-0.4584997616287629,-0.9034765611193306,-0.8100115883464287,-0.756656900553733,-0.9892265840500872,4,1,0.5018962394054203
2813,frozen mocha coffee drink,"frozen mocha coffee drink, with non-dairy milk and whipped cream",-0.455797899824459,-0.9957893247786987,-0.7534171492251971,-0.7116342611841894,-0.9804002547543832,4,1,0.47631301984426866
2814,frozen mocha coffee drink,"frozen mocha coffee drink, decaffeinated",-0.4319314538864419,-0.9147342152241316,-0.9352418366146856,-0.756656900553733,-1.04411300151917,4,1,0.5239178875716068
2815,frozen mocha coffee drink,"frozen mocha coffee drink, decaffeinated, nonfat",-0.4323817641871593,-0.9113569189926912,-1.0327769338236166,-0.756656900553733,-1.0975901731343172,4,1,0.5445713285607493
2816,frozen mocha coffee drink,"frozen mocha coffee drink, decaffeinated, with non-dairy milk",-0.4292295920821382,-1.00817274429398,-0.9725700836946468,-0.7116342611841894,-1.087651281322348,4,1,0.5174343787684264
2817,frozen mocha coffee drink,"frozen mocha coffee drink, decaffeinated, with whipped cream",-0.455797899824459,-0.9068538573507708,-0.716088902145236,-0.756656900553733,-0.936268608275864,4,1,0.481836579651531
2818,frozen mocha coffee drink,"frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",-0.4562482101251763,-0.9034765611193306,-0.8088074513438493,-0.756656900553733,-0.9870756298519744,4,1,0.501500523435222
